,요양기관명,종별코드명,시군구코드명,주소,전화번호,병원홈페이지,좌표(X),좌표(Y)
363,백제한의원,한의원,부산진구,"부산광역시 부산진구 성지로 151, (초읍동,용주빌딩 2층)",051-805-8580,,129.1257424,35.187035
364,부산썬의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 395, 201호 (중동)",051-741-9660,,129.1773299,35.1621911
365,김내과의원,의원,부산해운대구,"부산광역시 해운대구 세실로 43, 401,403,405,406호 (좌동, 경동코아)",051-703-7010,,129.17845,35.1687646
366,김내과의원,의원,부산사상구,"부산광역시 사상구 대동로 94, 312,313,314호 (학장동, 반도프라자상가)",051-322-9210,,129.17845,35.1687646
367,조옥인치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 309, 401호 (좌동, 삼성프라자)",051-703-2875,,129.1831954,35.1683712
368,센텀속시원내과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 415, 701호 (우동)",051-731-7272,,129.1411817,35.1669113
369,다미인한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 802, 웅신시네아트 403호 (좌동)",051-711-4257,,129.1766569,35.1691635
370,센텀린의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 1001~3호 (우동, 센텀임페리얼타워)",051-920-7979,,129.1313001,35.1681037
371,센텀린의원,의원,부산금정구,"부산광역시 금정구 부산대학로 49, 4층 (장전동, 오션프라자)",051-583-8585,,129.1313001,35.1681037
372,우리정형외과의원,의원,부산동래구,"부산광역시 동래구 명안로85번길 52, (명장동)",051-522-0601,,129.1580864,35.2323233
373,우리정형외과의원,의원,부산해운대구,"부산광역시 해운대구 윗반송로 94, 지하1층~지상4층 (반송동)",051-542-0954,,129.1580864,35.2323233
374,우리정형외과의원,의원,부산진구,"부산광역시 부산진구 동평로 90, 4,5층 (당감동)",051-898-9119,,129.1580864,35.2323233
375,재송남산의원,의원,부산해운대구,"부산광역시 해운대구 재반로 153, 2층 (재송동)",051-781-1199,,129.1279705,35.1917989
376,신대암메디칼의원,의원,부산해운대구,"부산광역시 해운대구 해운대로91번길 21-13, 1~2층 (재송동)",051-916-0111,,129.1228302,35.1897401
377,뷰센스의원,의원,부산해운대구,"부산광역시 해운대구 세실로 43, 606호 (좌동)",051-703-3996,,129.17845,35.1687646
378,바른길병원,병원,부산해운대구,"부산광역시 해운대구 선수촌로 144, (반여동)",051-525-0058,,129.1217477,35.2059254
379,김양규한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 213-1, (반여동)",051-781-6934,http://www.kykhani.com/,129.1306842,35.1963994
380,산수한의원,한의원,부산해운대구,"부산광역시 해운대구 아랫반송로21번길 38, (반송동)",051-543-8877,,129.1485935,35.2263468
381,강내과의원,의원,부산해운대구,"부산광역시 해운대구 대천로103번길 61, 상가동 309-1호 (좌동, 엘지아파트)",051-704-9505,,129.1736239,35.1811467
382,강내과의원,의원,부산진구,"부산광역시 부산진구 서면로 73, (부전동)",051-817-2334,,129.1736239,35.1811467
383,영광한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 1190, 2동 (송정동)",051-701-7542,,129.2047197,35.1910727
384,퀸즈파크여성병원,병원,부산해운대구,"부산광역시 해운대구 해운대로 794, 10~11층 (좌동)",051-715-4100,,129.1757451,35.168815
385,송정한의원,한의원,부산해운대구,"부산광역시 해운대구 송정중앙로 19, (송정동, 코스마@ 상가101호)",051-703-1249,,129.2029725,35.1832329
386,해운대이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 구남로29번길 38, (중동)",051-746-8494,,129.1623603,35.1626273
387,김대석외과의원,의원,부산해운대구,"부산광역시 해운대구 반송로 896, (반송동)",051-542-8844,,129.1520254,35.2311272
388,사상한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 375-3, (우동)",051-747-9929,,129.1381944,35.1697103
389,수생한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 4, 1층 (반여동, 수생한의원)",051-525-7575,,129.1188025,35.1946321
390,유상한의원,한의원,부산해운대구,"부산광역시 해운대구 달맞이길65번길 15, 201호 (중동, 협진상가)",051-742-3472,,129.1730295,35.1613617
391,김동훈한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 85, (재송동)",051-781-2317,,129.1253414,35.1863144
392,고내과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 307-1, 201호 (좌동, 한창프라자)",051-701-7666,,129.1832297,35.1685422
393,천초한의원,한의원,부산해운대구,"부산광역시 해운대구 반송로924번길 13, 2층 (반송동)",051-545-7272,,129.155582,35.2322411
394,김승한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 249, (반여동)",051-782-8275,,129.1312205,35.1995498
395,대운한의원,한의원,부산해운대구,"부산광역시 해운대구 양운로 182, (좌동, 두산1차@주상가동 207,208호)",051-704-7524,,129.170284,35.1802354
396,웰니스한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 150, (재송동,반도스카이5층)",051-782-7571,,129.1282604,35.1912677
397,시원이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 407, 3층 303호 (우동, 신세계플라자)",051-746-4909,,129.1406828,35.1678259
398,시원이비인후과의원,의원,부산연제구,"부산광역시 연제구 연수로 105, 3층 (연산동)",051-711-2559,,129.1406828,35.1678259
399,채요한이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 신반송로 207, (반송동)",051-541-2929,,129.15741,35.2304351
400,자연뜰한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 814, (좌동, 세종월드프라자A동 410호,411호,412호)",051-704-7911,http://www.namuhani.co.kr/,129.1776778,35.1695768
401,센텀속사랑내과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 903호 (우동, 센텀타워메디컬)",051-714-6277,soksarang.com,129.1320258,35.1671978
402,평화강한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 102-2, 2층 (반여동, 부원메디칼빌딩)",051-529-7579,,129.1196159,35.2027865
403,심재원한의원,한의원,부산해운대구,"부산광역시 해운대구 구남로 27, 해운대오피스 2층, 지하1층 (중동)",051-731-0078,http://blog.naver.com/goldmund2,129.1608933,35.1617604
404,약손청담한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 652, 2층 (우동)",051-731-7550,,129.1618749,35.1650706
405,신화재활의학과의원,의원,부산해운대구,"부산광역시 해운대구 구남로 22, 6층 (우동, 해월프라자)",731-6024,,129.1598623,35.1619179
406,마린시티치과교정과치과의원,치과의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 1605호 (우동, 마린파크)",742-7728,,129.1442096,35.15934
407,편한세상한의원,한의원,부산해운대구,"부산광역시 해운대구 세실로 64, (좌동, 화목데파트상가 202-1호)",051-702-5033,,129.177663,35.1709808
408,배광열소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 83, (재송동)",051-782-4146,,129.1253473,35.1861008
409,이내과의원,의원,부산동래구,"부산광역시 동래구 안연로 64, (안락동)",523-0300,,129.1471653,35.2253583
410,이내과의원,의원,부산해운대구,"부산광역시 해운대구 아랫반송로 12, 3층 (반송동)",051-544-9137,,129.1471653,35.2253583
411,윤성준내과의원,의원,부산해운대구,"부산광역시 해운대구 청사포로 16, (좌동, 락희상가 301호)",051-704-7721,,129.1837505,35.1662548
412,중외부부한의원,한의원,부산해운대구,"부산광역시 해운대구 우동1로20번길 77, 2층 (우동)",051-741-8471,,129.160251,35.16561
413,신우원내과의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 센템임페리얼타워 A801호 (우동)",051-920-7777,,129.1313001,35.1681037
414,바로서한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로76번길 16, 301호 (재송동)",051-781-7585,http://blog.daum.net/varusclinic,129.1193147,35.1904041
415,해인의원,의원,부산해운대구,"부산광역시 해운대구 신반송로 197, (반송동)",051-541-0450,,129.1585141,35.2299257
416,센텀연의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 502호 (우동)",051-714-1883,http://www.dryung.co.kr,129.132947,35.1669544
417,이현피부과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 116, 5층 (재송동, 일창빌딩 )",051-784-5077,,129.1268114,35.1886612
418,우람한의원,한의원,부산해운대구,"부산광역시 해운대구 중동2로 16, 3층 (중동, 해운대온천센터)",051-747-7597,,129.164556,35.1634328
419,사임당한의원,한의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 703호 (우동, 센텀타워메디컬)",051-717-0379,,129.1320258,35.1671978
420,경희해운대한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 3층 302호 (중동)",051-742-1077,,129.1682073,35.165667
421,오케이하트내과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 116, 4층 (재송동)",051-782-3393,,129.1268114,35.1886612
422,장팔팔내과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 3,4층 (우동)",051-711-1088,,129.1377353,35.1702057
423,우리한의원,한의원,부산북구,"부산광역시 북구 효열로 77, 1층 (금곡동)",051-361-0660,,129.1588736,35.2297839
424,우리한의원,한의원,부산해운대구,"부산광역시 해운대구 신반송로 193, 2층 (반송동)",051-545-8815,,129.1588736,35.2297839
425,몸과마음한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 502호 (중동)",051-731-1370,,129.1682073,35.165667
426,삼성한의원,한의원,부산기장군,"부산광역시 기장군 기장읍 차성동로 93, 2층",051-907-3375,,129.1313256,35.2001871
427,삼성한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 257, 2층 (반여동)",051-781-0606,,129.1313256,35.2001871
428,생기한의원,한의원,부산진구,"부산광역시 부산진구 서면로 73, 4층 (부전동)",051-819-1075,,129.1329585,35.1678901
429,생기한의원,한의원,부산남구,"부산광역시 남구 지게골로 46, (문현동)",051-635-6352,,129.1329585,35.1678901
430,생기한의원,한의원,부산해운대구,"부산광역시 해운대구 센텀3로 20, 벡스코 비지니스호텔 201호 (우동)",051-714-3112,,129.1329585,35.1678901
431,참신경외과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 65-29, (반여동)",051-531-1119,,129.11727,35.1997825
432,열린한의원,한의원,부산동래구,"부산광역시 동래구 아시아드대로 239-1, 월드 메디컬 타워 3층 (온천동)",051-925-8275,,129.1314803,35.1988467
433,열린한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 244, 2,3,5층 (반여동)",051-529-8275,,129.1314803,35.1988467
434,열린한의원,한의원,부산사하구,"부산광역시 사하구 다대로 551, 3층 (다대동, 대성빌딩)",265-1500,,129.1314803,35.1988467
435,더바른한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 794, 엘리움 304,305,403호 (좌동)",051-758-9188,,129.1757451,35.168815
436,장튼튼내과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 213-1, 우리약국 2, 4층 (반여동)",051-784-2600,,129.1306842,35.1963994
437,산돌의원,의원,부산해운대구,"부산광역시 해운대구 반여로167번길 76, 2,3층 (반여동)",051-522-1799,,129.1234229,35.2080231
438,도원한의원,한의원,부산진구,"부산광역시 부산진구 전포대로 274, 2층 206,207호 (전포동, 서면대우디오빌2)",051-808-6540,,129.1310641,35.1676318
439,도원한의원,한의원,부산해운대구,"부산광역시 해운대구 센텀1로 9, E동 304호 (우동, 롯데갤러리움센텀)",051-626-8275,,129.1310641,35.1676318
440,시은한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 2층 204호 (중동)",051-746-1079,,129.1682073,35.165667
441,센텀조은의원,의원,부산해운대구,"부산광역시 해운대구 센텀북대로 60, 211호 (재송동, 센텀IS타워)",051-780-8877,,129.1253774,35.1766639
442,근산한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 205-1, (반여동)",051-781-0812,,129.1305629,35.1956312
443,유박의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 402호 (우동)",051-741-6971,http://www.유박성형외과.com,129.132947,35.1669544
444,뉴욕아름다운치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 506, 604호 (중동, 영풍리젠시)",051-731-7512,,129.1687362,35.1661755
445,강내과의원·서강약손한의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 202호 (중동)",051-714-5789,http://www.sgclinic.co.kr,129.1682073,35.165667
446,제나이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 15, 401호 (우동, 센텀브라이언빌딩)",051-746-0065,,129.1323537,35.1677016
447,월드치과의원,치과의원,부산연제구,"부산광역시 연제구 월드컵대로 153, 7층 (연산동)",051-866-2875,http://www.dentalworld.kr/,129.1752749,35.1781714
448,월드치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 602호 (좌동, 월드프라자)",051-701-2564,http://www.dentalworld.kr/,129.1752749,35.1781714
449,월드치과의원,치과의원,부산진구,"부산광역시 부산진구 서면로 59, 5층 (부전동)",051-804-2875,http://www.dentalworld.kr/,129.1752749,35.1781714
450,월드치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 669, 5층 (광안동, 신세계메디칼)",051-752-0005,http://www.dentalworld.kr/,129.1752749,35.1781714
451,월드치과의원,치과의원,부산기장군,"부산광역시 기장군 기장읍 읍내로 96, 인제빌딩 5층",051-721-2897,http://www.dentalworld.kr/,129.1752749,35.1781714
452,월드치과의원,치과의원,부산동래구,"부산광역시 동래구 충렬대로 284, 5층 (낙민동)",051-553-2879,http://www.dentalworld.kr/,129.1752749,35.1781714
453,해운대제니스내과의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 736,737,738,739호 (우동, 해운대두산위브더제니스)",051-742-1360,,129.145091,35.156667
454,세계로치과병원,치과병원,부산해운대구,"부산광역시 해운대구 센텀동로 102, 센텀필1 2층 208호~213호호 (재송동)",051-782-2825,,129.1264797,35.1766023
455,센텀비비의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 19, 301호 (우동, 센텀코아)",051-742-0885,,129.1325792,35.1674411
456,디자인의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 507~510호 (우동, 마린파크)",051-731-7588,,129.1442096,35.15934
457,새생명요양병원,요양병원,부산해운대구,"부산광역시 해운대구 해운대로 802, 10층 (좌동)",051-704-8661,,129.1766569,35.1691635
458,해운대나눔과행복병원,병원,부산해운대구,"부산광역시 해운대구 좌동순환로 502, 1층일부, 3~9층 (중동)",051-744-0123,,129.1690227,35.1660473
459,효성시티병원,병원,부산해운대구,"부산광역시 해운대구 해운대로 135, (재송동)",051-709-3000,http://www.hshos.com/,129.1214789,35.1852049
460,우리의원,의원,부산금정구,"부산광역시 금정구 금사로 95, 2,3층 (금사동)",051-531-8291,,129.1766569,35.1691635
461,우리의원,의원,부산기장군,"부산광역시 기장군 일광면 일광로 98, (일광읍)",051-721-7272,,129.1766569,35.1691635
462,우리의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 802, 301,307호 (좌동, 웅신시네아트)",051-703-6700,,129.1766569,35.1691635
463,우리의원,의원,부산서구,"부산광역시 서구 천마로 133, (남부민동)",051-256-0204,,129.1766569,35.1691635
464,정내과의원,의원,부산진구,"부산광역시 부산진구 당감로 15, (당감동)",051-894-1836,,129.1752749,35.1781714
465,정내과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 502호 (좌동, 영풍프라자)",051-702-7533,,129.1752749,35.1781714
466,정내과의원,의원,부산진구,"부산광역시 부산진구 동평로 358, (양정동)",051-868-2868,,129.1752749,35.1781714
467,전광남정형외과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 8-2, 1,2층 (반여동)",051-527-8800,,129.1185764,35.1947469
468,박영내과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 221-1, 2층 (반여동)",051-782-4435,,129.1308247,35.1971196
469,김미란산부인과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 82, 2층 (재송동, 장안빌딩)",051-781-7877,,129.1257818,35.1860019
470,우내과의원,의원,부산북구,"부산광역시 북구 덕천로 235-1, (만덕동)",051-342-1004,,129.1831954,35.1683712
471,우내과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 309, 202호 (좌동)",051-701-5138,,129.1831954,35.1683712
472,김동균이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 200, (반여동)",051-781-0023,,129.1308142,35.1949799
473,예담소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 64, (반여동, 장산메디컬3층)",051-532-7511,,129.1189658,35.1993177
474,미소메디칼내과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 150, 301호 (재송동, 보라스카이타운)",051-784-5675,,129.1282604,35.1912677
475,삼성의원,의원,부산남구,"부산광역시 남구 지게골로 46, 3층 (문현동)",051-245-0065,,129.1556759,35.2322043
476,삼성의원,의원,부산동래구,"부산광역시 동래구 충렬대로 252, (수안동)",051-557-1331,,129.1556759,35.2322043
477,삼성의원,의원,부산해운대구,"부산광역시 해운대구 반송로924번길 13-1, (반송동)",051-542-1666,,129.1556759,35.2322043
478,뷰티스피부과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 10, 602호 (우동, 센텀메디컬센타)",051-717-2645,,129.1315304,35.1678325
479,시원한제통외과의원,의원,부산해운대구,"부산광역시 해운대구 아랫반송로26번길 33, 2층 (반송동)",051-542-3238,,129.1476515,35.2249466
480,하얀나라피부과의원,의원,부산해운대구,"부산광역시 해운대구 양운로 82, 501호 (좌동, 화인크리닉)",051-704-7057,http://www.whitenara.net/,129.1755732,35.1704651
481,뮤즈의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 센텀타워메디컬 503호 (우동)",051-927-5222,,129.1320258,35.1671978
482,뮤즈의원,의원,부산진구,"부산광역시 부산진구 중앙대로 698, 3층 (부전동, 동강빌딩)",051-804-6561,,129.1320258,35.1671978
483,고운비뇨기과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 89, 2층 (재송동)",051-783-7582,,129.1253273,35.1866839
484,스펀지성형외과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 19, 302,303호(우동,센텀코아) (우동)",051-742-6999,,129.1325792,35.1674411
485,연세의원,의원,부산북구,"부산광역시 북구 만덕대로65번길 3, (덕천동)",051-335-0875,,129.119628,35.2036219
486,연세의원,의원,부산영도구,"부산광역시 영도구 와치로 250, 3층 (동삼동)",051-405-7797,,129.119628,35.2036219
487,연세의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 109-1, 301호 (반여동, 아시아드몰)",051-525-8175,,129.119628,35.2036219
488,센텀모빅스피부과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 313, 3층일부,4~7층 (우동)",051-742-5855,http://www.mobigs.co.kr,129.1326424,35.1730196
489,젠의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, A904호 (우동, 센텀임페리얼)",051-918-7755,www.zenclinic.co.kr/,129.1313001,35.1681037
490,원영상의학과의원(The One MRI Clinic),의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 401호 (우동, 센텀드림월드)",051-937-0303,,129.132947,35.1669544
491,센텀시원정형외과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 86, 2층 (재송동)",051-781-2119,,129.1257184,35.1862985
492,라온셀의원,의원,부산해운대구,"부산광역시 해운대구 중동1로 11, 우1동우체국 8층 (우동)",051-806-7666,,129.1611758,35.1639638
493,부산건우정형외과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 6, L TOWER 8-9층 (중동)",051-710-0001,,129.1680556,35.1672265
494,세프치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대해변로 257, 707호 (우동)",051-915-2828,,129.1595211,35.159687
495,서울수치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 814, 310호 (좌동, 세종월드프라자)",051-742-2875,,129.1776778,35.1695768
496,서울치과의원,치과의원,부산연제구,"부산광역시 연제구 중앙대로 1039, 2층 (연산동)",051-852-2882,,129.1183014,35.1986915
497,서울치과의원,치과의원,부산해운대구,"부산광역시 해운대구 선수촌로 53, 2~3층 (반여동)",051-544-5692,,129.1183014,35.1986915
498,라이프치과의원,치과의원,부산해운대구,"부산광역시 해운대구 중동1로 17, (중동)",051-746-8575,,129.1618527,35.1635378
499,미소담치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 150, 4층 (재송동)",051-783-7528,,129.1282604,35.1912677
500,우리들치과의원,치과의원,부산동래구,"부산광역시 동래구 반송로 339, 3층 (명장동)",051-525-2875,,129.1268114,35.1886612
501,우리들치과의원,치과의원,부산기장군,"부산광역시 기장군 기장읍 차성동로 75, (기장읍)",051-721-3061,,129.1268114,35.1886612
502,우리들치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 116, 3층 (재송동)",051-783-2340,,129.1268114,35.1886612
503,프랜드정치과의원,치과의원,부산해운대구,"부산광역시 해운대구 세실로 43, 305호 (좌동)",051-702-7744,http://www.friendnet.co.kr/contents/main/index.asp,129.17845,35.1687646
504,21세기치과의원,치과의원,부산동구,"부산광역시 동구 범일로 125, (범일동, 현대백화점)",051-633-2028,,129.1776778,35.1695768
505,21세기치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 814, B동 424호 (좌동, 세종월드)",051-703-7533,,129.1776778,35.1695768
506,이사랑치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 599, (광안동)",051-758-2835,,129.1306583,35.1962368
507,이사랑치과의원,치과의원,부산사하구,"부산광역시 사하구 낙동대로 444, 2층 (당리동)",051-294-8275,,129.1306583,35.1962368
508,이사랑치과의원,치과의원,부산연제구,"부산광역시 연제구 명륜로 16, 4층 (거제동)",051-245-2877,,129.1306583,35.1962368
509,이사랑치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 213, 3층 (반여동)",051-781-2802,,129.1306583,35.1962368
510,이사랑치과의원,치과의원,부산기장군,"부산광역시 기장군 기장읍 읍내로 108, 3층 (미주빌딩)",051-724-2804,,129.1306583,35.1962368
511,연세뉴욕치과의원,치과의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, A1401호 (우동, 센텀임페리얼타워)",051-741-5955,,129.1313001,35.1681037
512,미소를만드는치과교정과치과의원,치과의원,부산동래구,"부산광역시 동래구 충렬대로 194, (명륜동)",051-552-7528,,129.1776778,35.1695768
513,미소를만드는치과교정과치과의원,치과의원,부산사하구,"부산광역시 사하구 하신중앙로 350, (하단동)",051-207-2842,,129.1776778,35.1695768
514,미소를만드는치과교정과치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 814, B동 520,521호 (좌동, 세종월드프라자)",051-701-2875,,129.1776778,35.1695768
515,미소를만드는치과교정과치과의원,치과의원,부산진구,"부산광역시 부산진구 중앙대로 708, 13층 (부전동)",051-817-8228,,129.1776778,35.1695768
516,박성수소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로38번길 70, 3층 302호 (재송동)",051-783-0220,http://,129.1175913,35.191057
517,정혜인치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 428, 209호 (우동, 동부올림픽타운상가)",051-747-2897,,129.1402172,35.1659184
518,마리나웰치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대해변로 117, 상가동 2층 207호 (우동, 대우마리나1차아파트)",051-781-2879,,129.146599,35.1603177
519,이재호치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 78-1, 2층 (재송동)",051-782-7528,,129.1259446,35.1857099
520,바로본항외과의원,의원,부산해운대구,"부산광역시 해운대구 세실로 64, 201-3호 (좌동, 화목데파트)",051-754-7007,,129.177663,35.1709808
521,문한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 245, 5층 (좌동, 성암빌딩)",051-702-7889,,129.1809857,35.1740364
522,정경한의원,한의원,부산해운대구,"부산광역시 해운대구 중동1로 12, 6층 (우동)",051-746-4018,,129.1609742,35.1636042
523,마리나메디컬의원,의원,부산해운대구,"부산광역시 해운대구 해운대해변로 154, 5층 (우동)",051-743-1661,,129.1485263,35.1581115
524,참나무향한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 5층 501호 (좌동, 영풍프라자)",626-1246,,129.1752749,35.1781714
525,센텀뉴욕치과의원,치과의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 401호 (우동, 센텀임페리얼)",051-717-2853,,129.1313001,35.1681037
526,센텀숲정신건강의학과의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 센템임페리얼타워 A901일부호 (우동)",051-711-2113,,129.1313001,35.1681037
527,센텀소중한눈안과의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 1402호 (우동, 센텀임페리얼타워)",051-920-7788,,129.1313001,35.1681037
528,센텀밝은빛안과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20-20, 6층 603호 (우동, 센텀타워메디컬센타)",051-744-0096,http://www.centumeye.co.kr,129.1320258,35.1671978
529,올바른내과의원,의원,부산해운대구,"부산광역시 해운대구 중동1로 17, 3층 (중동, 해정빌딩)",051-743-7505,,129.1618527,35.1635378
530,한마음치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 707, (수영동)",051-751-1547,,129.1193242,35.2031837
531,한마음치과의원,치과의원,부산중구,"부산광역시 중구 중구로 47, (부평동1가)",051-245-2828,,129.1193242,35.2031837
532,한마음치과의원,치과의원,부산남구,"부산광역시 남구 용호로 147, (용호동, 한마음클리닉5층)",051-626-2872,,129.1193242,35.2031837
533,한마음치과의원,치과의원,부산해운대구,"부산광역시 해운대구 선수촌로 103-4, 6층 (반여동)",051-524-7528,,129.1193242,35.2031837
534,새아여성의원,의원,부산해운대구,"부산광역시 해운대구 재반로 199, 4층 (반여동, 새아빌딩)",051-782-7332,http://www.saea1999.com/,129.1304705,35.1951003
535,임태형내과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 441, 4층 (중동)",051-742-8002,,129.1725654,35.1613322
536,수마취통증의학과의원,의원,부산수영구,"부산광역시 수영구 과정로41번길 20, 메디플러스 5층 (망미동)",711-0066,,129.131122,35.1967654
537,수마취통증의학과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 220, 오븐에꾸운닭 2층 (반여동)",051-524-8900,,129.131122,35.1967654
538,서울마취통증의학과의원,의원,부산북구,"부산광역시 북구 만덕대로 17, 2층 (덕천동)",051-337-7552,,129.1320258,35.1671978
539,서울마취통증의학과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 1303호 (우동, 센텀타워메디칼)",051-742-6275,,129.1320258,35.1671978
540,정앤김이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 174, 거성빌딩 402,802일부,901,902호 (좌동)",051-702-3937,,129.1750479,35.1776265
541,김준호안과의원,의원,부산해운대구,"부산광역시 해운대구 양운로 82, 404호 (좌동, 화인크리닉센타)",051-702-4110,,129.1755732,35.1704651
542,변의원,의원,부산해운대구,"부산광역시 해운대구 재반로 85, 2층 (재송동)",051-784-5247,,129.1253414,35.1863144
543,최성철내과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 64, 2층 (반여동)",051-528-8844,,129.1189658,35.1993177
544,브니엘산부인과의원,의원,부산해운대구,"부산광역시 해운대구 달맞이길 30, 포디움동 2층 2073호 (중동, 엘시티)",051-742-9977,http://www.inbeauty.co.kr,129.1683765,35.161064
545,하늘빛안과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 109-1, 2층 (반여동, 아시아드몰)",051-522-9393,,129.119628,35.2036219
546,김중규의원,의원,부산해운대구,"부산광역시 해운대구 재송2로 31, (재송동)",051-784-9403,,129.1303218,35.1923322
